ID	Gender	Age	Event_help_in1year	Ask_or_accept	Closeness_with_helper	Willingness_to_accept	Self_Benefit	Benefactor_Cost	Predicted_help_rate	Gratitude	Indebtedness	Guilt	Obligation	Pressure	Need_to_repay	Second_order_belief_Need_Repay	Need_to_Repay_relative_to_benefit	Need_to_Repay_relative_to_cost	E2_Need_to_Repay_relative_to_benefit	E2_Need_to_Repay_relative_to_cost	Perceived_care	Benefactor_Selfishness	Desire_to_repay	Desire_to_Repay_immedately	Way_to_repay_money	Way_to_repay_future_help	Way_to_repay_thanks	Way_to_repay_cooperation	Way_to_repay_be_friend	Way_to_repay_gift	Way_to_repay_other	Already_monetary_repay	Already_future_help	Already_thanks	Already_cooperation	Already_be_friend	Already_gift	Already_other	Willingness_for_future_interaction	Whether_reject
1997	1	18	1	1	100	100	100	100	100	100	54	44	4	27	53	47	50	50	50	50	100	10	81	81	0	1	1	0	1	0	0	0	0	0	0	1	0	0	91	0
1999	1	17	1	1	69	100	100	18	97	78	100	0	4	22	100	100	60	58	51	54	43	51	56	57	0	1	0	1	0	0	0	0	1	0	0	0	0	0	99	0
2000	1	18	1	1	100	100	94	72	100	100	0	0	0	0	21	0	68	75	17	19	77	0	55	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	83	0
2001	2	18	1	2	0	100	42	25	93	62	62	55	13	19	0	84	84	5	74	88	36	17	66	77	0	1	1	0	1	0	0	0	1	1	0	1	0	0	73	0
2002	1	19	1	1	80	73	77	20	80	83	20	0	0	0	70	50	68	68	50	51	0	0	60	0	0	1	1	1	1	0	0	0	1	1	0	1	0	0	84	0
2004	1	19	1	1	90	80	90	50	90	100	50	10	0	0	50	50	80	80	50	50	50	50	80	90	1	1	1	1	1	0	0	0	1	1	1	1	0	0	100	0
2005	2	18	1	1	90	100	75	85	93	75	5	9	6	5	64	18	60	54	50	50	77	4	100	50	0	1	0	0	0	0	0	0	1	0	0	0	0	0	100	0
2006	1	20	1	2	0	100	100	20	100	60	80	10	0	30	60	20	60	60	60	40	60	20	80	50	0	1	0	0	0	1	0	0	1	0	1	0	0	0	80	0
2007	1	17	1	2	0	48	48	18	6	37	0	0	0	0	0	0	14	50	0	50	51	4	23	27	0	0	0	0	1	0	0	0	0	0	0	1	0	0	17	0
2009	1	18	1	2	71	78	68	69	62	75	66	72	68	71	71	71	73	73	76	70	67	69	76	74	0	1	0	0	1	1	0	0	1	1	0	1	0	0	73	0
2010	1	19	1	2	0	81	77	20	79	82	0	0	0	0	36	0	73	75	70	67	66	72	17	19	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
2012	1	19	1	1	60	60	78	67	77	66	66	71	63	71	68	76	71	71	66	72	60	67	59	61	0	1	1	0	1	0	0	0	0	1	0	0	0	0	72	0
2014	2	19	1	2	87	93	71	88	62	61	68	72	91	42	68	29	25	83	54	64	49	53	49	71	0	0	0	1	1	0	0	0	1	1	0	1	0	0	45	0
2016	2	24	1	2	40	100	100	20	42	100	23	0	0	0	80	40	100	100	0	0	100	0	100	39	0	1	1	1	1	1	0	0	0	1	0	0	0	0	79	0
2017	2	26	1	1	42	100	80	13	34	83	75	10	9	21	87	34	71	80	49	60	23	23	77	72	0	0	0	1	0	0	0	0	0	0	1	0	0	0	100	0
2018	1	18	1	1	76	80	60	70	90	80	20	10	5	15	70	20	40	20	40	40	75	35	70	71	0	1	1	0	0	1	0	0	1	1	0	0	0	0	80	0
2019	2	19	1	2	76	82	82	62	80	100	0	0	0	38	100	53	100	73	69	80	100	54	100	44	0	1	0	0	0	0	0	0	0	0	0	0	0	1	87	0
2020	1	19	1	2	47	100	100	14	67	89	18	3	11	17	15	100	18	31	44	64	55	59	37	46	0	0	1	0	0	0	0	0	1	0	0	0	0	0	31	0
2022	2	24	1	1	75	90	100	90	100	100	70	60	0	0	80	0	80	80	20	20	0	0	80	90	0	1	0	1	0	1	0	0	0	0	1	1	1	0	90	0
2024	1	23	1	2	34	70	88	90	34	100	71	55	0	0	80	50	60	70	50	51	0	0	70	70	1	0	0	0	1	0	1	0	0	1	0	0	1	0	82	0
2025	2	22	1	1	60	100	50	10	93	85	1	2	0	2	16	11	59	56	50	48	81	20	50	25	0	1	1	0	0	0	0	0	0	1	0	0	0	0	57	0
2026	1	25	1	1	100	100	100	100	64	100	4	8	6	11	100	3	100	100	54	47	100	100	100	100	0	0	0	0	0	0	1	0	0	0	0	0	0	1	100	0
2027	2	23	1	1	64	66	82	42	60	81	38	5	0	0	20	18	59	24	8	6	24	24	45	22	0	1	0	1	0	0	0	0	0	0	0	0	1	0	86	0
2029	2	20	1	2	0	63	100	46	0	100	58	0	0	0	100	30	50	50	0	28	62	0	100	100	0	0	1	0	1	1	0	0	0	1	0	1	1	0	100	0
2034	1	18	1	1	94	100	100	40	100	80	0	0	0	0	81	81	62	60	51	70	78	52	81	20	1	1	1	0	0	0	0	1	1	1	0	0	0	0	94	0
2037	1	20	1	2	0	100	100	17	39	78	28	11	16	3	50	4	76	24	8	0	95	49	59	93	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
2038	2	22	1	2	61	55	72	93	98	100	56	46	83	63	82	79	80	73	62	76	68	66	64	58	0	1	0	0	1	0	0	0	1	0	1	0	0	0	57	0
2039	2	20	1	1	0	100	100	20	40	100	60	60	0	0	60	20	80	80	20	20	60	80	60	40	0	1	0	1	1	0	0	0	0	0	0	0	0	1	80	0
2041	2	19	1	1	80	100	100	77	100	55	59	73	29	27	37	32	41	48	46	65	87	96	99	73	0	1	1	1	0	0	0	0	1	1	1	1	0	0	79	0
2042	2	27	1	1	41	91	100	100	92	83	25	11	0	2	3	13	100	83	20	6	100	4	100	50	0	1	1	0	0	1	0	0	1	1	0	0	1	0	83	0
2044	2	24	1	1	0	100	90	100	50	100	70	50	0	51	50	50	90	71	51	80	100	50	80	90	1	1	1	1	1	1	0	0	1	1	0	0	0	0	90	0
2045	1	25	1	1	90	100	100	60	81	94	30	2	2	1	100	80	83	88	26	78	71	100	100	2	0	1	1	0	0	1	0	0	1	1	1	1	0	0	100	0
2048	1	18	1	1	78	100	81	62	70	66	27	33	31	54	25	50	39	58	35	63	45	42	48	50	0	1	1	0	0	0	0	0	1	0	0	0	0	0	42	0
2050	2	17	1	1	63	100	100	80	27	100	19	12	2	9	100	83	64	75	52	46	100	22	100	49	0	1	0	0	1	0	0	0	0	0	0	1	1	0	100	0
2051	2	20	1	2	64	96	92	71	42	100	40	41	0	0	93	21	23	61	20	17	100	0	100	43	0	1	0	1	1	0	0	0	0	0	0	0	0	1	80	0
2052	2	19	1	2	66	51	80	70	100	85	69	0	5	0	100	50	90	89	60	60	90	10	100	20	1	1	0	0	0	0	0	0	0	0	0	0	0	1	100	0
2053	2	18	1	1	40	73	86	55	81	76	52	25	5	0	18	48	50	36	40	44	58	33	93	36	0	1	0	0	0	0	0	0	1	0	0	0	0	0	29	0
2055	2	18	1	1	12	87	74	65	74	90	0	4	0	0	85	20	87	77	16	82	15	17	89	57	0	1	1	1	1	1	0	0	0	1	0	0	0	0	76	0
2056	2	18	1	2	70	0	80	50	50	90	32	52	37	16	26	36	37	50	58	61	61	67	65	60	0	1	0	0	0	0	0	0	1	0	0	1	0	0	64	0
2057	1	18	1	1	58	67	40	17	73	48	2	0	33	2	13	18	39	34	30	44	60	68	76	65	0	1	1	0	1	0	0	0	1	0	0	1	0	0	49	0
2058	2	19	1	1	0	100	100	10	50	80	0	0	0	0	0	0	50	50	50	50	50	50	100	100	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
2059	2	18	1	1	80	100	80	50	80	100	70	10	0	0	80	50	60	60	60	60	60	20	86	40	0	1	0	0	1	0	0	0	0	1	0	1	0	0	86	0
2061	2	19	1	2	80	100	100	75	60	100	83	41	7	10	66	80	50	60	70	50	97	80	91	81	0	1	0	0	1	1	0	0	1	0	0	1	1	0	100	0
2062	2	18	1	1	60	60	60	50	100	100	0	0	0	0	0	0	30	100	10	10	100	5	50	10	0	1	0	0	0	0	0	0	1	0	0	0	0	1	100	0
2063	2	20	1	1	59	100	100	71	100	100	17	0	0	0	61	20	79	69	58	63	81	0	100	51	0	1	0	0	1	0	0	0	1	0	0	0	0	0	100	0
2064	2	17	1	1	100	0	50	0	100	100	50	50	0	0	0	0	100	100	100	100	49	44	100	100	0	1	0	0	0	0	0	0	1	0	0	0	0	0	32	0
2066	1	19	1	1	42	41	36	21	54	52	22	23	0	0	54	68	48	54	49	53	76	52	52	51	1	1	1	0	1	0	0	0	1	1	0	1	0	0	71	0
2067	2	18	1	1	0	100	62	59	56	100	77	26	82	87	76	0	86	76	25	41	57	65	100	41	0	1	1	0	1	1	0	0	0	1	0	0	1	0	65	0
2068	1	18	1	1	80	83	81	47	84	64	7	0	12	35	53	29	64	65	47	44	81	39	61	52	0	1	0	0	1	0	0	0	1	0	0	1	0	0	78	0
2069	1	17	1	1	92	90	65	59	100	86	20	0	0	0	0	41	18	67	81	40	100	60	70	24	0	1	0	0	0	1	0	0	1	1	0	0	0	0	100	0
2070	2	18	1	1	50	83	100	20	51	82	19	22	0	0	20	0	51	53	52	53	52	0	50	54	0	1	0	0	0	0	0	0	0	1	0	0	0	0	49	0
2071	2	19	1	2	89	100	99	84	78	100	18	0	0	0	53	0	100	100	88	87	100	0	100	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	100	0
2072	1	19	1	2	80	95	90	40	50	100	30	10	10	20	77	40	50	50	30	38	61	79	90	84	0	1	1	1	1	0	0	0	1	1	1	1	0	0	73	0
2073	1	18	1	1	100	100	100	100	80	81	8	3	0	1	50	50	50	50	50	50	70	10	20	10	0	1	0	0	0	0	0	0	1	0	0	0	0	0	100	0
2074	2	19	1	2	0	100	99	81	23	100	82	92	0	0	100	0	100	100	0	0	100	0	100	81	0	1	1	0	1	0	0	0	0	1	0	0	0	0	90	0
2075	1	20	1	1	85	100	75	70	100	100	30	10	0	0	100	50	100	100	100	40	100	0	100	44	0	1	1	0	0	1	0	0	1	0	0	0	1	0	100	0
2076	1	17	1	2	61	79	81	90	39	78	20	10	0	0	67	0	71	72	39	39	38	0	58	23	0	1	0	0	1	0	0	0	1	0	0	1	0	0	81	0
2078	2	19	1	1	83	78	72	75	89	84	97	3	0	2	97	100	96	97	93	59	86	24	88	75	0	1	1	0	0	0	0	0	0	1	0	0	0	0	76	0
2079	1	18	1	1	50	60	50	50	70	50	50	50	0	0	0	50	80	80	80	80	90	10	100	50	0	1	1	0	1	0	0	0	1	1	0	1	0	0	100	0
2080	1	19	1	1	100	100	85	100	100	100	80	15	0	41	100	0	81	80	77	0	0	0	80	42	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
2081	1	19	1	2	0	100	100	50	20	100	20	20	0	0	40	60	20	60	20	60	100	20	84	61	0	1	1	0	1	1	0	0	0	1	0	0	0	0	50	0
2082	2	19	1	2	20	81	60	44	24	61	78	61	45	43	80	63	75	74	59	64	64	59	62	63	0	0	0	0	0	1	0	0	0	0	0	0	1	0	51	0
2083	2	18	1	1	8	100	100	24	86	100	50	19	0	100	100	100	57	57	50	50	100	10	100	100	1	0	0	0	0	0	1	1	0	0	0	0	0	0	10	0
2084	2	18	1	1	48	68	65	34	46	51	20	16	4	28	27	20	21	26	33	38	28	27	40	42	0	1	0	0	0	0	0	0	0	1	0	0	0	0	30	0
2085	2	18	1	2	81	100	76	53	50	77	41	46	3	6	63	36	44	43	41	42	59	22	60	34	0	1	0	0	0	0	0	0	1	0	0	0	0	0	43	0
2087	1	19	1	1	80	52	66	22	91	71	20	4	4	5	82	59	60	64	29	41	81	53	66	55	0	1	1	0	0	0	0	0	0	1	0	0	0	0	86	0
2088	1	18	1	1	40	100	100	5	70	10	0	0	0	0	10	10	50	50	50	50	50	50	50	50	0	0	0	0	0	0	1	0	0	0	0	0	0	1	10	0
2089	2	18	1	1	49	47	43	61	60	58	56	48	47	49	73	54	48	57	58	58	52	51	55	60	0	1	1	1	1	0	0	0	1	1	1	1	1	0	48	0
2090	2	19	1	1	61	53	50	28	100	100	35	0	0	0	70	51	79	78	72	25	41	7	77	44	0	1	1	0	1	1	0	0	1	1	0	1	0	0	100	0
2091	1	19	1	2	95	90	91	84	91	91	0	0	0	0	90	0	91	86	0	0	0	79	100	23	0	1	0	0	0	1	0	0	0	0	0	0	0	1	100	0
2092	2	19	1	1	80	100	100	30	80	80	65	61	2	11	85	62	75	76	60	70	81	72	100	72	0	1	1	0	0	0	0	0	1	1	0	0	0	0	100	0
2093	1	17	1	2	40	62	63	75	75	65	82	65	70	60	70	77	65	56	60	69	64	69	71	71	0	1	0	0	1	0	0	0	0	1	0	0	0	0	67	0
2095	2	19	1	1	66	100	75	60	89	80	40	15	0	0	70	20	50	50	25	20	20	50	66	100	0	1	1	0	1	1	0	0	0	1	0	0	1	0	50	0
2097	2	18	1	1	77	100	63	76	68	72	30	34	0	10	34	33	53	54	37	31	79	48	70	22	0	1	0	0	0	1	0	0	1	0	0	0	1	0	100	0
2098	1	20	1	2	100	100	100	39	0	61	0	0	0	0	83	25	6	8	35	91	17	30	48	49	0	1	0	1	1	0	0	0	1	0	0	1	0	0	34	0
2100	1	20	1	1	42	58	49	45	33	62	54	23	3	30	0	65	44	68	59	48	47	29	61	23	0	1	0	1	0	0	0	0	1	0	0	0	0	0	34	0
2101	1	18	1	2	0	100	100	80	50	91	0	0	0	1	100	50	50	50	50	50	82	0	81	10	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0
2103	1	20	1	1	0	92	100	85	96	96	22	4	0	0	2	21	86	86	16	17	83	0	85	17	0	1	1	0	1	0	0	0	1	1	0	1	0	0	84	0
2104	1	20	1	2	80	80	37	37	100	23	58	46	0	25	24	45	58	40	43	40	21	23	41	33	0	1	0	0	0	1	0	0	0	0	0	0	0	1	47	0
2105	1	21	1	1	100	52	100	100	100	100	100	100	0	92	100	46	100	100	36	52	100	0	83	83	0	0	0	0	1	0	0	1	0	0	0	0	0	1	95	0
2106	1	19	1	1	70	80	50	30	100	70	10	10	0	0	0	10	5	5	50	50	59	0	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	80	0
2107	1	21	1	2	0	50	50	19	22	35	40	40	30	33	44	39	39	37	41	38	37	27	42	39	0	0	1	0	1	0	0	0	0	1	0	1	0	0	46	0
2108	2	18	1	1	70	100	100	100	100	100	34	7	8	9	70	30	84	83	22	24	100	50	52	25	0	1	1	0	0	0	0	0	0	1	0	0	0	0	55	0
2110	2	24	1	1	0	100	100	90	20	100	70	20	15	6	80	60	46	45	60	60	100	50	90	81	0	1	1	0	0	1	0	0	0	0	0	0	1	0	60	0
2111	1	22	1	2	81	47	64	76	50	100	79	68	61	57	73	56	69	68	66	64	73	61	61	39	0	0	0	0	1	0	0	0	1	0	0	0	0	0	66	0
2112	2	18	1	2	7	87	74	60	100	83	6	0	0	0	0	0	50	65	63	51	82	78	87	100	0	1	0	0	0	0	0	0	0	1	0	0	0	0	12	0
2113	1	19	1	1	93	82	94	79	88	100	20	81	69	46	25	55	78	79	68	80	90	90	71	18	0	1	0	1	1	0	0	0	1	1	1	0	0	0	100	0
2114	2	1	1	2	100	100	78	53	98	100	80	54	2	35	77	8	74	64	29	29	94	4	82	62	0	1	0	0	1	0	0	0	0	1	0	1	0	0	100	0
2115	2	19	1	1	70	100	100	100	94	100	100	70	0	0	85	50	100	100	65	76	100	50	100	80	0	1	1	1	1	0	0	0	1	1	1	1	0	0	75	0
2116	2	19	1	1	64	100	100	57	100	61	0	0	0	0	0	0	72	75	19	19	95	0	56	26	0	1	0	0	1	0	0	0	1	1	0	1	0	0	59	0
2117	2	18	1	1	100	67	82	66	100	100	0	0	0	22	0	6	77	85	50	50	0	0	96	52	0	1	0	0	1	0	0	0	1	1	0	1	0	0	70	0
2118	2	19	1	2	79	100	100	62	47	100	0	4	6	7	100	25	53	100	0	20	100	4	100	4	0	1	0	0	0	0	0	0	0	1	0	0	0	0	100	0
2120	2	19	1	2	93	65	83	86	100	85	81	65	20	50	9	0	85	95	21	22	90	23	81	88	1	0	1	0	0	1	0	1	0	0	0	1	1	0	92	0
2121	2	18	1	1	100	100	100	25	99	78	0	0	0	0	11	7	64	64	16	8	100	8	54	8	0	1	1	0	0	0	0	0	1	1	0	1	0	0	96	0
2123	2	18	1	1	81	83	86	79	86	94	2	11	6	8	12	81	50	9	48	6	87	11	34	34	0	0	1	0	0	0	0	0	0	1	0	0	0	0	55	0
2124	2	18	1	1	100	100	100	21	100	80	0	0	0	0	0	0	50	50	49	50	100	0	53	0	0	1	1	0	1	0	0	0	1	1	0	1	0	0	100	0
2125	2	19	1	1	75	100	75	80	79	100	70	70	0	0	100	0	100	100	0	0	85	0	100	72	0	1	1	0	0	0	0	0	1	1	0	0	0	0	99	0
2127	1	19	1	1	24	100	41	61	96	24	40	39	3	2	100	4	53	56	58	57	18	21	100	100	0	0	0	0	1	1	0	0	0	0	1	0	0	0	61	0
2129	2	20	1	1	92	100	100	35	100	89	12	0	0	0	77	47	63	100	55	70	57	11	79	36	0	1	1	1	0	0	0	0	1	0	1	0	0	0	86	0
2130	2	18	1	2	22	75	62	38	53	74	44	9	3	8	89	58	89	54	47	80	80	17	79	65	0	1	0	0	0	0	0	0	1	0	0	1	0	0	82	0
2131	2	19	1	2	100	80	100	80	80	80	40	34	42	12	52	14	50	11	34	34	57	60	73	19	0	1	1	0	0	0	0	0	1	1	0	0	0	0	65	0
2132	2	19	1	1	43	61	100	100	100	85	0	11	12	9	19	4	50	50	50	50	100	0	50	100	0	1	0	0	0	0	0	0	1	1	0	0	0	0	70	0
2135	1	18	1	1	77	59	66	22	59	65	22	0	0	0	0	1	51	13	58	51	22	23	50	6	0	1	0	0	0	0	0	0	0	1	0	0	0	0	41	0
2136	1	18	1	2	91	90	88	63	54	100	71	48	0	16	100	36	52	82	81	53	71	34	91	18	0	1	0	0	1	0	0	0	0	1	0	0	0	0	22	0
2137	1	18	1	1	82	100	100	68	61	88	60	54	0	8	11	18	23	42	38	25	50	28	75	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	9	0
2138	2	18	1	1	100	100	100	100	100	100	0	0	0	0	100	100	50	50	50	50	86	86	100	100	0	1	0	0	0	0	1	0	1	0	0	0	0	1	100	0
2140	2	19	1	1	100	100	100	100	100	100	100	100	16	13	15	16	50	50	51	55	98	35	100	97	0	1	0	0	0	0	0	0	1	0	0	0	0	0	96	0
2141	2	18	1	1	85	80	94	22	93	82	7	3	3	4	77	79	82	78	78	73	88	78	77	39	0	1	0	0	0	0	0	0	1	0	0	0	0	0	67	0
2142	1	19	1	1	20	100	100	100	52	100	65	85	65	79	78	44	58	86	48	29	95	0	99	100	0	0	0	0	0	0	1	0	0	1	0	1	0	0	100	0
2143	1	19	1	2	0	39	80	20	30	50	30	30	10	2	42	5	49	48	57	31	40	9	60	60	0	1	1	0	0	0	0	0	0	1	0	0	0	0	21	0
2144	1	18	1	1	75	86	94	32	100	49	12	14	3	19	21	23	58	63	48	100	6	5	18	7	0	1	0	0	0	0	0	0	1	0	0	0	0	0	13	0
2145	2	20	1	1	55	63	70	68	50	100	68	46	23	1	100	53	100	100	58	26	51	19	100	92	0	1	0	0	0	0	1	0	0	1	0	1	0	0	98	0
2147	1	19	1	2	35	64	15	12	98	46	23	10	6	11	57	2	60	64	17	11	50	46	72	13	0	1	1	0	0	0	0	0	1	0	1	0	0	0	56	0
2148	2	18	1	1	0	100	62	20	52	41	20	0	0	17	17	21	22	17	0	0	31	9	23	12	1	0	0	0	0	0	0	1	0	0	0	0	0	0	13	0
2149	2	19	1	1	80	76	84	63	100	84	11	3	0	0	74	0	78	79	50	51	50	1	100	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	100	0
2150	1	19	1	2	99	100	83	20	100	100	51	7	8	6	99	12	100	100	9	14	14	14	96	100	0	1	1	0	1	0	0	0	0	1	0	1	0	0	82	0
2151	2	19	1	1	80	82	100	83	81	100	81	56	48	44	81	41	91	80	59	89	81	55	88	62	0	1	1	0	1	0	0	0	1	1	0	1	0	0	80	0
2152	1	19	1	1	91	100	73	17	22	63	63	17	15	24	79	21	89	56	22	57	90	37	100	88	1	1	1	0	0	1	0	1	1	1	0	0	1	0	50	0
2153	2	19	1	1	92	100	100	100	100	100	0	0	0	0	95	54	50	51	43	51	69	50	61	80	0	1	1	0	1	0	0	0	1	0	0	1	0	0	91	0
2156	2	19	1	1	60	55	45	25	64	51	25	20	0	10	10	10	22	19	18	25	31	23	25	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	23	0
2158	1	19	1	1	45	83	72	48	72	76	0	0	0	0	6	0	30	9	16	0	9	16	27	22	0	1	1	0	0	0	0	0	0	1	0	0	0	0	20	0
2159	2	17	1	1	64	68	51	55	46	100	100	97	56	57	100	54	81	80	82	90	48	73	64	100	0	1	1	1	0	1	0	0	1	1	0	1	1	0	53	0
2160	2	17	1	2	2	100	100	100	100	100	0	4	1	4	52	53	82	80	80	50	5	7	79	52	0	1	1	0	1	0	0	0	1	1	0	0	0	0	100	0
2162	1	19	1	1	81	81	80	57	82	87	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
2163	1	19	1	1	75	95	92	23	87	69	0	0	0	0	24	16	19	21	16	17	29	27	18	45	0	1	1	1	0	0	0	0	1	1	1	0	0	0	24	0
2164	2	18	1	1	85	100	81	50	100	100	0	0	0	0	20	0	50	50	0	0	50	50	20	20	0	1	1	0	1	0	0	0	0	1	0	1	0	0	50	0
2165	1	19	1	1	12	39	49	33	55	59	53	58	24	37	31	31	64	59	61	65	49	30	61	46	0	1	1	0	1	0	0	0	0	1	0	0	0	0	81	0
2167	2	19	1	1	78	78	76	62	100	75	16	12	2	9	37	36	35	32	44	48	56	4	13	10	0	1	0	0	0	0	0	0	0	1	0	0	0	0	76	0
2170	2	22	1	1	61	89	54	50	76	100	63	22	6	1	1	1	3	7	34	50	53	30	51	58	0	1	0	0	0	0	0	0	1	0	0	1	0	0	70	0
2171	2	17	1	1	91	100	84	93	89	100	18	14	15	14	80	8	35	24	34	41	13	19	33	14	0	1	0	0	0	0	0	0	0	1	0	0	0	0	24	0
2173	1	18	1	2	0	58	61	17	47	79	15	0	0	0	65	19	100	100	100	100	35	58	11	60	0	1	0	0	1	0	0	0	0	1	0	1	0	0	100	0
2175	2	19	1	2	88	77	100	52	36	73	28	40	0	0	63	42	77	63	39	30	90	23	73	20	0	1	0	0	1	0	0	0	1	0	0	1	0	0	16	0
2176	2	20	1	1	80	100	60	68	100	60	0	0	0	0	0	63	80	81	100	100	50	52	50	59	1	1	0	0	0	1	0	1	1	0	0	0	1	0	80	0
2177	1	18	1	1	66	100	99	48	100	47	0	0	0	0	0	0	0	0	0	0	55	20	85	100	0	1	1	1	0	0	0	0	0	1	0	1	0	0	46	0
2178	1	19	1	1	100	100	70	51	48	85	12	5	8	17	13	11	20	12	17	15	14	28	18	13	0	0	0	0	1	0	0	0	0	0	0	1	0	0	87	0
2179	2	19	1	1	100	100	100	55	100	100	0	0	0	0	0	0	100	100	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	1	1	1	0	0	100	0
2180	2	19	1	1	40	40	60	100	50	100	100	80	0	80	100	0	100	100	40	0	100	20	100	100	0	1	0	1	0	1	0	0	1	0	1	0	1	0	100	0
2181	2	18	1	2	0	15	27	15	8	35	6	7	10	9	9	13	4	21	25	21	56	0	10	20	0	1	0	0	0	0	0	0	0	1	0	0	0	0	5	0
2182	2	19	1	1	81	64	41	22	100	83	77	14	0	0	66	70	50	52	51	56	63	0	73	58	0	1	1	0	1	0	0	0	1	1	0	1	0	0	85	0
2183	2	20	1	1	60	93	90	70	70	71	50	30	22	10	1	32	41	51	45	44	21	37	41	17	0	1	0	0	0	0	0	0	0	1	0	0	0	0	39	0
2184	1	17	1	1	100	100	100	100	100	100	10	9	0	0	26	28	24	51	50	50	0	0	81	27	0	1	1	1	1	0	0	0	1	1	1	1	0	0	82	0
2185	2	19	1	1	77	97	100	42	85	92	59	21	31	23	56	66	54	28	44	50	59	42	76	75	0	1	0	0	0	1	0	0	1	1	0	0	1	0	71	0
2186	2	18	1	2	84	100	92	62	47	92	54	7	0	48	54	37	46	34	52	45	92	50	77	84	0	1	0	0	0	0	0	0	1	0	0	0	0	0	82	0
2187	1	19	1	1	0	100	100	50	100	84	18	17	0	4	31	4	65	68	8	3	86	2	16	18	0	0	1	0	1	0	0	0	0	1	0	0	0	0	51	0
2189	1	20	1	2	38	61	78	68	61	69	40	59	37	52	56	69	61	67	70	75	52	70	77	63	0	1	0	1	1	0	0	0	1	1	0	0	1	0	59	0
2190	1	19	1	1	0	100	100	50	80	100	21	10	0	0	60	39	20	80	10	17	100	0	81	79	0	1	1	0	1	0	0	0	0	1	0	1	0	0	75	0
2191	2	17	1	2	0	54	100	62	8	100	100	0	0	0	35	0	11	0	17	14	67	0	58	21	0	1	1	0	0	0	0	0	0	1	0	0	0	0	40	0
2192	2	19	1	1	89	95	85	48	37	84	1	3	2	2	47	33	64	78	24	76	75	23	75	54	0	1	1	1	1	0	0	0	1	1	1	1	0	0	76	0
2194	2	19	1	1	0	100	80	10	20	80	20	0	0	0	40	0	50	50	0	0	40	0	40	100	0	1	0	0	0	1	0	0	0	1	0	0	1	0	10	0
2195	2	18	1	2	78	80	80	78	80	79	48	51	57	50	49	54	50	54	53	52	51	50	54	55	0	1	1	0	1	0	0	0	1	1	0	1	0	0	69	0
2196	1	19	1	2	54	70	64	94	100	63	90	87	0	0	83	0	73	19	75	0	69	0	100	17	0	1	1	0	0	0	0	0	1	0	0	0	0	0	80	0
2197	2	17	1	2	0	90	84	100	0	100	0	0	0	0	42	2	50	50	0	2	98	45	85	43	0	1	1	0	1	1	0	0	1	1	0	1	0	0	80	0
2198	1	22	1	1	0	100	70	100	100	100	100	78	0	0	100	61	94	99	57	71	77	0	100	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	4	0
2199	1	22	1	1	100	100	100	74	100	100	0	0	0	0	72	20	25	25	13	28	17	23	59	22	0	1	0	0	0	0	0	0	1	0	0	0	0	0	100	0
2200	2	18	1	2	85	100	85	80	70	100	0	0	0	0	80	20	90	80	50	50	80	0	100	59	0	1	0	0	1	0	0	0	0	0	0	1	0	0	100	0
2201	2	19	1	1	100	100	50	50	100	100	0	0	0	0	100	50	61	61	51	50	100	0	100	0	0	1	1	1	1	0	0	0	1	1	1	1	0	0	100	0
2202	2	16	1	1	96	96	91	80	100	81	0	0	0	0	0	12	79	81	50	55	70	0	66	47	0	1	1	0	0	0	0	0	1	1	0	0	0	0	100	0
2203	2	19	1	1	83	80	80	86	82	88	34	20	8	0	14	30	19	18	30	21	27	20	100	7	0	1	0	0	0	0	0	0	0	1	0	0	0	0	31	0
2204	2	20	1	1	34	97	93	88	0	100	18	0	6	20	78	48	85	50	68	64	86	83	41	44	0	0	0	0	1	0	0	0	0	1	0	0	0	0	88	0
2206	2	18	1	1	100	100	100	100	100	100	63	61	0	0	63	25	32	46	22	23	96	35	90	62	0	1	1	0	0	1	0	0	0	1	0	0	1	0	83	0
2207	1	18	1	1	80	60	50	20	80	60	30	20	90	10	50	50	50	50	50	50	50	50	50	50	0	1	0	0	0	0	0	0	1	1	0	0	0	0	50	0
2208	2	20	1	1	91	100	95	90	81	100	60	60	0	10	90	70	100	100	50	100	100	50	100	89	0	1	0	1	0	1	0	0	0	0	1	0	1	0	100	0
2209	2	18	1	2	78	100	77	83	64	85	59	45	0	0	17	0	16	8	17	22	80	62	75	82	0	1	1	0	0	0	0	0	0	1	0	0	0	0	82	0
